QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,MONTH_ID,YEAR_ID,PRODUCTLINE,CITY,COUNTRY,DEALSIZE
39,100.0,5288.01,2/2/2005 0:00,Shipped,2,2005,Motorcycles,South Brisbane,Australia,Medium
50,44.51,2225.5,3/3/2005 0:00,Shipped,3,2005,Motorcycles,New Bedford,USA,Small
45,100.0,5833.8,4/7/2005 0:00,Shipped,4,2005,Motorcycles,Paris,France,Medium
45,100.0,5887.35,5/13/2005 0:00,Disputed,5,2005,Motorcycles,Madrid,Spain,Medium
27,100.0,6065.55,2/24/2003 0:00,Shipped,2,2003,Motorcycles,NYC,USA,Medium
46,100.0,9264.86,4/29/2003 0:00,Shipped,4,2003,Motorcycles,Melbourne,Australia,Large
31,100.0,7023.98,7/1/2003 0:00,Shipped,7,2003,Motorcycles,Paris,France,Large
33,100.0,5176.38,8/25/2003 0:00,Shipped,8,2003,Motorcycles,Pasadena,USA,Medium
22,100.0,4132.7,10/10/2003 0:00,Shipped,10,2003,Motorcycles,San Francisco,USA,Medium
20,100.0,4183.0,10/28/2003 0:00,Shipped,10,2003,Motorcycles,Burlingame,USA,Medium
41,100.0,8892.9,11/11/2003 0:00,Shipped,11,2003,Motorcycles,Lille,France,Large
45,100.0,8714.7,11/18/2003 0:00,Shipped,11,2003,Motorcycles,Bergen,Norway,Large
49,100.0,8065.89,12/1/2003 0:00,Shipped,12,2003,Motorcycles,San Francisco,USA,Large
34,100.0,6123.4,1/12/2004 0:00,Shipped,1,2004,Motorcycles,Osaka,Japan,Medium
49,100.0,9774.03,2/20/2004 0:00,Shipped,2,2004,Motorcycles,Melbourne,Australia,Large
39,100.0,7023.9,4/5/2004 0:00,Shipped,4,2004,Motorcycles,NYC,USA,Large
43,100.0,7078.23,5/18/2004 0:00,Shipped,5,2004,Motorcycles,Newark,USA,Large
41,100.0,8336.94,6/28/2004 0:00,Shipped,6,2004,Motorcycles,Bridgewater,USA,Large
36,100.0,6901.92,7/23/2004 0:00,Shipped,7,2004,Motorcycles,Nantes,France,Medium
27,100.0,5438.07,8/27/2004 0:00,Shipped,8,2004,Motorcycles,Cambridge,USA,Medium
29,100.0,6683.34,9/30/2004 0:00,Shipped,9,2004,Motorcycles,Helsinki,Finland,Medium
20,100.0,4570.4,10/15/2004 0:00,Shipped,10,2004,Motorcycles,White Plains,USA,Medium
37,100.0,7667.14,11/2/2004 0:00,Shipped,11,2004,Motorcycles,Allentown,USA,Large
26,100.0,5868.2,11/15/2004 0:00,Shipped,11,2004,Motorcycles,NYC,USA,Medium
39,76.67,2990.13,11/23/2004 0:00,Shipped,11,2004,Motorcycles,Minato-ku,Japan,Small
22,100.0,3664.1,1/5/2005 0:00,Shipped,1,2005,Motorcycles,Burlingame,USA,Medium
22,100.0,3834.38,2/2/2005 0:00,Shipped,2,2005,Motorcycles,South Brisbane,Australia,Medium
21,86.77,1822.17,3/3/2005 0:00,Shipped,3,2005,Motorcycles,New Bedford,USA,Small
66,100.0,11886.6,4/8/2005 0:00,Shipped,4,2005,Motorcycles,Liverpool,UK,Large
56,100.0,9218.16,5/13/2005 0:00,Disputed,5,2005,Motorcycles,Madrid,Spain,Large
50,100.0,7208.0,2/11/2003 0:00,Shipped,2,2003,Classic Cars,Kobenhavn,Denmark,Large
46,100.0,5004.8,4/28/2003 0:00,Shipped,4,2003,Classic Cars,Salzburg,Austria,Medium
33,100.0,4398.24,6/12/2003 0:00,Shipped,6,2003,Classic Cars,London,UK,Medium
49,100.0,5597.76,8/10/2003 0:00,Shipped,8,2003,Classic Cars,New Bedford,USA,Medium
32,100.0,4526.08,10/6/2003 0:00,Shipped,10,2003,Classic Cars,Helsinki,Finland,Medium
44,100.0,5924.16,10/23/2003 0:00,Cancelled,10,2003,Classic Cars,Boras,Sweden,Medium
24,100.0,3492.48,11/8/2003 0:00,Shipped,11,2003,Classic Cars,Toulouse,France,Medium
26,100.0,3854.24,11/14/2003 0:00,Shipped,11,2003,Classic Cars,London,UK,Medium
45,100.0,5324.4,11/26/2003 0:00,Shipped,11,2003,Classic Cars,Barcelona,Spain,Medium
39,100.0,5197.92,1/9/2004 0:00,Shipped,1,2004,Classic Cars,Los Angeles,USA,Medium
49,100.0,5997.6,2/19/2004 0:00,Shipped,2,2004,Classic Cars,San Diego,USA,Medium
20,100.0,2910.4,5/7/2004 0:00,Cancelled,5,2004,Classic Cars,NYC,USA,Small
27,100.0,3378.24,6/17/2004 0:00,Shipped,6,2004,Classic Cars,Montreal,Canada,Medium
30,100.0,3508.8,7/21/2004 0:00,Shipped,7,2004,Classic Cars,Bruxelles,Belgium,Medium
25,100.0,2992.0,8/20/2004 0:00,Shipped,8,2004,Classic Cars,Tsawassen,Canada,Small
24,100.0,3427.2,9/10/2004 0:00,Shipped,9,2004,Classic Cars,Boston,USA,Medium
22,100.0,2692.8,10/14/2004 0:00,Shipped,10,2004,Classic Cars,Philadelphia,USA,Small
33,100.0,4128.96,11/1/2004 0:00,Shipped,11,2004,Classic Cars,Cowes,UK,Medium
47,64.93,3051.71,11/5/2004 0:00,Shipped,11,2004,Classic Cars,Stavern,Norway,Medium
25,48.05,1201.25,11/21/2004 0:00,Shipped,11,2004,Classic Cars,NYC,USA,Small
26,75.47,1962.22,12/2/2004 0:00,Shipped,12,2004,Classic Cars,Madrid,Spain,Small
48,54.68,2624.64,12/15/2004 0:00,Shipped,12,2004,Classic Cars,Reims,France,Small
39,100.0,4046.25,1/31/2005 0:00,Shipped,1,2005,Classic Cars,Oulu,Finland,Medium
34,100.0,4846.7,2/23/2005 0:00,Shipped,2,2005,Classic Cars,San Francisco,USA,Medium
32,100.0,3370.56,3/17/2005 0:00,Shipped,3,2005,Classic Cars,Paris,France,Medium
64,100.0,9661.44,4/1/2005 0:00,Shipped,4,2005,Classic Cars,San Jose,USA,Large
19,100.0,2764.88,5/6/2005 0:00,On Hold,5,2005,Classic Cars,Boston,USA,Small
42,100.0,5398.26,1/29/2003 0:00,Shipped,1,2003,Classic Cars,Stavern,Norway,Medium
31,100.0,4305.28,4/1/2003 0:00,Shipped,4,2003,Classic Cars,Paris,France,Medium
22,100.0,3347.74,5/28/2003 0:00,Shipped,5,2003,Classic Cars,Madrid,Spain,Medium
26,100.0,3188.12,7/24/2003 0:00,Shipped,7,2003,Classic Cars,Burlingame,USA,Medium
20,100.0,3191.2,9/19/2003 0:00,Shipped,9,2003,Classic Cars,Singapore,Singapore,Medium
21,100.0,3536.82,10/21/2003 0:00,Resolved,10,2003,Classic Cars,Graz,Austria,Medium
33,100.0,5362.83,11/6/2003 0:00,Shipped,11,2003,Classic Cars,London,UK,Medium
28,100.0,3433.36,11/13/2003 0:00,Shipped,11,2003,Classic Cars,Philadelphia,USA,Medium
26,100.0,4263.74,11/25/2003 0:00,Shipped,11,2003,Classic Cars,Lyon,France,Medium
31,100.0,4076.19,12/9/2003 0:00,Shipped,12,2003,Classic Cars,Boston,USA,Medium
48,100.0,7020.48,2/4/2004 0:00,Shipped,2,2004,Classic Cars,Singapore,Singapore,Large
50,100.0,6426.5,3/11/2004 0:00,Shipped,3,2004,Classic Cars,San Rafael,USA,Medium
28,100.0,4591.72,5/4/2004 0:00,Shipped,5,2004,Classic Cars,New Haven,USA,Medium
26,100.0,4033.38,6/15/2004 0:00,Shipped,6,2004,Classic Cars,Singapore,Singapore,Medium
32,100.0,4302.08,7/19/2004 0:00,Shipped,7,2004,Classic Cars,Chatswood,Australia,Medium
44,100.0,7020.64,8/19/2004 0:00,Shipped,8,2004,Classic Cars,Allentown,USA,Large
30,100.0,3855.9,9/8/2004 0:00,Shipped,9,2004,Classic Cars,Boras,Sweden,Medium
38,100.0,6680.78,10/13/2004 0:00,Shipped,10,2004,Classic Cars,Cambridge,USA,Medium
40,100.0,6678.0,10/22/2004 0:00,Shipped,10,2004,Classic Cars,Vancouver,Canada,Medium
46,61.99,2851.54,11/4/2004 0:00,Shipped,11,2004,Classic Cars,Nashua,USA,Small
26,100.0,3188.12,11/19/2004 0:00,On Hold,11,2004,Classic Cars,Lule,Sweden,Medium
27,100.0,4428.0,11/29/2004 0:00,Shipped,11,2004,Classic Cars,Melbourne,Australia,Medium
43,100.0,5780.92,12/10/2004 0:00,Shipped,12,2004,Classic Cars,San Rafael,USA,Medium
35,65.63,2297.05,1/20/2005 0:00,Shipped,1,2005,Classic Cars,North Sydney,Australia,Small
37,100.0,6231.54,2/17/2005 0:00,Shipped,2,2005,Classic Cars,San Francisco,USA,Medium
37,46.9,1735.3,3/9/2005 0:00,Shipped,3,2005,Classic Cars,North Sydney,Australia,Small
27,100.0,4427.73,5/1/2005 0:00,Shipped,5,2005,Classic Cars,Montreal,Canada,Medium
38,100.0,5894.94,5/31/2005 0:00,In Process,5,2005,Classic Cars,Nantes,France,Medium
33,100.0,5265.15,3/3/2003 0:00,Shipped,3,2003,Classic Cars,Makati City,Philippines,Medium
42,100.0,7599.9,5/8/2003 0:00,Shipped,5,2003,Classic Cars,Marseille,France,Large
42,100.0,8008.56,7/2/2003 0:00,Shipped,7,2003,Classic Cars,San Rafael,USA,Large
48,100.0,9245.76,9/5/2003 0:00,Shipped,9,2003,Classic Cars,Brickhaven,USA,Large
41,100.0,8296.35,10/10/2003 0:00,Shipped,10,2003,Classic Cars,San Francisco,USA,Large
30,100.0,5019.9,11/4/2003 0:00,Shipped,11,2003,Classic Cars,North Sydney,Australia,Medium
27,100.0,5411.07,11/12/2003 0:00,Shipped,11,2003,Classic Cars,Bergen,Norway,Medium
21,100.0,3840.9,11/20/2003 0:00,Shipped,11,2003,Classic Cars,Koln,Germany,Medium
20,100.0,3930.4,12/2/2003 0:00,Shipped,12,2003,Classic Cars,Madrid,Spain,Medium
41,100.0,7498.9,1/15/2004 0:00,Shipped,1,2004,Classic Cars,Paris,France,Large
27,100.0,4517.91,2/22/2004 0:00,Shipped,2,2004,Classic Cars,Gensve,Switzerland,Medium
28,100.0,5774.72,4/9/2004 0:00,Shipped,4,2004,Classic Cars,Kobenhavn,Denmark,Medium
24,100.0,3922.56,6/1/2004 0:00,Cancelled,6,2004,Classic Cars,Liverpool,UK,Medium
44,100.0,9160.36,7/6/2004 0:00,Shipped,7,2004,Classic Cars,Reggio Emilia,Italy,Large
50,100.0,9631.0,8/2/2004 0:00,Shipped,8,2004,Classic Cars,Brickhaven,USA,Large
21,100.0,3432.24,8/30/2004 0:00,Shipped,8,2004,Classic Cars,Gensve,Switzerland,Medium
33,100.0,5521.89,10/4/2003 0:00,Shipped,10,2003,Classic Cars,Frankfurt,Germany,Medium
33,100.0,6934.62,10/16/2004 0:00,Shipped,10,2004,Classic Cars,Koln,Germany,Medium
31,100.0,6876.11,11/3/2004 0:00,Shipped,11,2004,Classic Cars,Lule,Sweden,Medium
41,71.47,2930.27,11/15/2004 0:00,Shipped,11,2004,Classic Cars,NYC,USA,Small
45,79.65,3584.25,11/24/2004 0:00,Shipped,11,2004,Classic Cars,Salzburg,Austria,Medium
33,85.39,2817.87,1/6/2005 0:00,Shipped,1,2005,Classic Cars,Espoo,Finland,Small
45,76.0,3420.0,2/3/2005 0:00,Shipped,2,2005,Classic Cars,Nantes,France,Medium
26,99.04,2575.04,3/3/2005 0:00,Shipped,3,2005,Classic Cars,Boras,Sweden,Small
12,100.0,1961.28,5/17/2005 0:00,Shipped,5,2005,Classic Cars,Salzburg,Austria,Small
41,100.0,8690.36,2/11/2003 0:00,Shipped,2,2003,Classic Cars,Kobenhavn,Denmark,Large
33,100.0,6034.38,4/16/2003 0:00,Shipped,4,2003,Classic Cars,Singapore,Singapore,Medium
46,100.0,11279.2,6/3/2003 0:00,Shipped,6,2003,Classic Cars,NYC,USA,Large
33,100.0,8023.29,8/8/2003 0:00,Shipped,8,2003,Classic Cars,San Rafael,USA,Large
20,100.0,4904.0,9/28/2003 0:00,Shipped,9,2003,Classic Cars,Madrid,Spain,Medium
44,100.0,8594.52,10/22/2003 0:00,Shipped,10,2003,Classic Cars,Singapore,Singapore,Large
33,100.0,7474.5,11/6/2003 0:00,Shipped,11,2003,Classic Cars,Reggio Emilia,Italy,Large
21,100.0,3883.74,11/14/2003 0:00,Shipped,11,2003,Classic Cars,New Bedford,USA,Medium
47,100.0,8887.7,11/26/2003 0:00,Shipped,11,2003,Classic Cars,New Haven,USA,Large
46,100.0,8602.92,1/2/2004 0:00,Shipped,1,2004,Classic Cars,Lyon,France,Large
32,100.0,7181.44,2/12/2004 0:00,Shipped,2,2004,Classic Cars,Dublin,Ireland,Large
42,100.0,8378.58,3/19/2004 0:00,Shipped,3,2004,Classic Cars,Madrid,Spain,Large
44,100.0,10606.2,5/5/2004 0:00,Shipped,5,2004,Classic Cars,Espoo,Finland,Large
35,100.0,5818.4,7/20/2004 0:00,Shipped,7,2004,Classic Cars,Allentown,USA,Medium
41,100.0,7071.27,8/20/2004 0:00,Shipped,8,2004,Classic Cars,San Rafael,USA,Large
46,100.0,8411.56,9/9/2004 0:00,Shipped,9,2004,Classic Cars,Torino,Italy,Large
31,100.0,6570.76,10/14/2004 0:00,Shipped,10,2004,Classic Cars,Manchester,UK,Medium
38,100.0,7975.44,10/22/2004 0:00,Shipped,10,2004,Classic Cars,Aaarhus,Denmark,Large
42,64.0,2688.0,11/5/2004 0:00,Shipped,11,2004,Classic Cars,Stavern,Norway,Small
33,57.22,1888.26,11/20/2004 0:00,Shipped,11,2004,Classic Cars,Paris,France,Small
48,52.36,2513.28,11/1/2004 0:00,Shipped,11,2004,Classic Cars,Madrid,Spain,Small
42,100.0,4764.48,12/15/2004 0:00,Shipped,12,2004,Classic Cars,Reims,France,Medium
32,100.0,3560.64,1/23/2005 0:00,Shipped,1,2005,Classic Cars,San Rafael,USA,Medium
34,100.0,3823.64,2/17/2005 0:00,Shipped,2,2005,Classic Cars,San Rafael,USA,Medium
33,69.12,2280.96,3/17/2005 0:00,Shipped,3,2005,Classic Cars,Paris,France,Small
36,100.0,8677.8,5/5/2005 0:00,Shipped,5,2005,Classic Cars,Bridgewater,USA,Large
27,100.0,3394.98,1/29/2003 0:00,Shipped,1,2003,Trucks and Buses,Stavern,Norway,Medium
21,100.0,3415.44,3/26/2003 0:00,Shipped,3,2003,Trucks and Buses,San Rafael,USA,Medium
21,100.0,2439.57,5/28/2003 0:00,Shipped,5,2003,Trucks and Buses,Madrid,Spain,Small
38,100.0,4829.8,7/24/2003 0:00,Shipped,7,2003,Trucks and Buses,Burlingame,USA,Medium
30,100.0,4100.1,9/19/2003 0:00,Shipped,9,2003,Trucks and Buses,Singapore,Singapore,Medium
49,100.0,6563.06,10/21/2003 0:00,Resolved,10,2003,Trucks and Buses,Graz,Austria,Medium
43,100.0,6817.22,11/6/2003 0:00,Shipped,11,2003,Trucks and Buses,South Brisbane,Australia,Medium
41,100.0,6163.94,11/13/2003 0:00,Shipped,11,2003,Trucks and Buses,Philadelphia,USA,Medium
38,100.0,4933.92,11/25/2003 0:00,Shipped,11,2003,Trucks and Buses,Lyon,France,Medium
28,100.0,4056.36,12/5/2003 0:00,Shipped,12,2003,Trucks and Buses,Vancouver,Canada,Medium
43,100.0,5759.42,2/2/2004 0:00,Shipped,2,2004,Trucks and Buses,Versailles,France,Medium
25,100.0,3451.0,3/11/2004 0:00,Shipped,3,2004,Trucks and Buses,San Rafael,USA,Medium
38,100.0,5920.4,5/4/2004 0:00,Shipped,5,2004,Trucks and Buses,New Haven,USA,Medium
41,100.0,6668.24,6/15/2004 0:00,Shipped,6,2004,Trucks and Buses,Minato-ku,Japan,Medium
28,100.0,4094.72,7/19/2004 0:00,Shipped,7,2004,Trucks and Buses,Chatswood,Australia,Medium
25,100.0,2938.5,8/19/2004 0:00,Shipped,8,2004,Trucks and Buses,Allentown,USA,Small
41,100.0,6387.8,9/8/2004 0:00,Shipped,9,2004,Trucks and Buses,Boras,Sweden,Medium
39,100.0,6396.0,10/11/2004 0:00,Shipped,10,2004,Trucks and Buses,Versailles,France,Medium
21,100.0,2669.1,10/22/2004 0:00,Shipped,10,2004,Trucks and Buses,Vancouver,Canada,Small
27,100.0,4784.13,11/4/2004 0:00,Shipped,11,2004,Trucks and Buses,Nashua,USA,Medium
33,99.21,3273.93,11/18/2004 0:00,Shipped,11,2004,Trucks and Buses,San Francisco,USA,Medium
29,100.0,3586.43,11/29/2004 0:00,Shipped,11,2004,Trucks and Buses,Melbourne,Australia,Medium
49,100.0,5960.36,12/10/2004 0:00,Shipped,12,2004,Trucks and Buses,San Rafael,USA,Medium
49,100.0,8470.14,1/20/2005 0:00,Shipped,1,2005,Trucks and Buses,North Sydney,Australia,Large
20,100.0,2952.0,2/17/2005 0:00,Shipped,2,2005,Trucks and Buses,San Francisco,USA,Small
39,63.2,2464.8,3/9/2005 0:00,Shipped,3,2005,Trucks and Buses,North Sydney,Australia,Small
40,100.0,6232.0,5/1/2005 0:00,Shipped,5,2005,Trucks and Buses,Montreal,Canada,Medium
49,100.0,7969.36,5/31/2005 0:00,In Process,5,2005,Trucks and Buses,Madrid,Spain,Large
21,100.0,3036.6,2/24/2003 0:00,Shipped,2,2003,Motorcycles,NYC,USA,Medium
50,100.0,8284.0,5/7/2003 0:00,Shipped,5,2003,Motorcycles,Reims,France,Large
20,100.0,2711.2,7/1/2003 0:00,Shipped,7,2003,Motorcycles,Paris,France,Small
49,100.0,8339.8,8/25/2003 0:00,Shipped,8,2003,Motorcycles,Pasadena,USA,Large
38,100.0,6238.84,10/10/2003 0:00,Shipped,10,2003,Motorcycles,San Francisco,USA,Medium
35,100.0,4639.25,11/4/2003 0:00,Shipped,11,2003,Motorcycles,North Sydney,Australia,Medium
40,100.0,6747.6,11/11/2003 0:00,Shipped,11,2003,Motorcycles,Lille,France,Medium
28,100.0,4512.48,11/18/2003 0:00,Shipped,11,2003,Motorcycles,Pasadena,USA,Medium
25,100.0,4029.0,12/1/2003 0:00,Shipped,12,2003,Motorcycles,San Francisco,USA,Medium
36,100.0,4771.8,1/15/2004 0:00,Shipped,1,2004,Motorcycles,Paris,France,Medium
43,100.0,6087.94,2/21/2004 0:00,Shipped,2,2004,Motorcycles,Lille,France,Medium
32,100.0,4193.28,4/5/2004 0:00,Shipped,4,2004,Motorcycles,NYC,USA,Medium
46,100.0,7552.28,5/18/2004 0:00,Shipped,5,2004,Motorcycles,Newark,USA,Large
48,100.0,6434.4,6/28/2004 0:00,Shipped,6,2004,Motorcycles,Bridgewater,USA,Medium
43,100.0,5181.5,8/2/2004 0:00,Shipped,8,2004,Motorcycles,Brickhaven,USA,Medium
49,100.0,6863.92,8/27/2004 0:00,Shipped,8,2004,Motorcycles,Cambridge,USA,Medium
24,100.0,4157.04,9/30/2004 0:00,Shipped,9,2004,Motorcycles,Helsinki,Finland,Medium
26,100.0,4660.24,10/15/2004 0:00,Shipped,10,2004,Motorcycles,Stavern,Norway,Medium
30,100.0,4111.8,11/3/2004 0:00,Shipped,11,2004,Motorcycles,NYC,USA,Medium
24,100.0,3542.64,11/15/2004 0:00,Shipped,11,2004,Motorcycles,NYC,USA,Medium
55,100.0,8118.55,11/24/2004 0:00,Shipped,11,2004,Motorcycles,Salzburg,Austria,Large
22,100.0,3877.06,1/5/2005 0:00,Shipped,1,2005,Motorcycles,Burlingame,USA,Medium
49,78.92,3867.08,2/3/2005 0:00,Shipped,2,2005,Motorcycles,Nantes,France,Medium
44,100.0,5951.44,3/3/2005 0:00,Shipped,3,2005,Motorcycles,New Bedford,USA,Medium
66,100.0,8648.64,4/8/2005 0:00,Shipped,4,2005,Motorcycles,Liverpool,UK,Large
21,100.0,3447.78,5/13/2005 0:00,Disputed,5,2005,Motorcycles,Madrid,Spain,Medium
34,100.0,5958.5,1/31/2003 0:00,Shipped,1,2003,Classic Cars,Madrid,Spain,Medium
43,100.0,5911.64,4/16/2003 0:00,Shipped,4,2003,Classic Cars,Singapore,Singapore,Medium
